Akron,Carnegie Mellon B,4
Kent State,Indiana Pennsylvania,7
Akron,Kent State,1
Pittsburgh B,Indiana Pennsylvania,12
Akron,Indiana Pennsylvania,7
Pittsburgh B,Carnegie Mellon B,12
Pittsburgh B,Kent State,9
Carnegie Mellon B,Indiana Pennsylvania,5
Pittsburgh B,Akron,9
Kent State,Carnegie Mellon B,2
Dayton,SUNY-Buffalo B,13
West Virginia,Case Western Reserve B,5
Dayton,West Virginia,8
American,Case Western Reserve B,6
Dayton,Case Western Reserve B,10
American,SUNY-Buffalo B,3
American,West Virginia,6
Case Western Reserve B,SUNY-Buffalo B,3
Dayton,American,9
West Virginia,SUNY-Buffalo B,11
