Sat 3/16,Florida,Central Florida,13,8
Sat 3/16,Georgia Tech,Embry,12,11
Sat 3/16,Central Florida,Florida Tech,13,6
Sat 3/16,Florida,Florida Tech,13,1
Sat 3/16,Central Florida,Embry,6,13
Sat 3/16,Georgia Tech,Central Florida,13,2
Sat 3/16,Florida Tech,Embry,3,13
Sat 3/16,Florida,Embry,13,6
Sat 3/16,Georgia Tech,Florida Tech,13,1
Sat 3/16,Florida,Georgia Tech,11,13
Sat 3/16,Florida State,South Florida,11,5
Sat 3/16,Columbus State,Stetson,1,11
Sat 3/16,North Georgia,Florida State,9,11
Sat 3/16,Notre Dame,Columbus State,11,2
Sat 3/16,South Florida,Stetson,2,11
Sat 3/16,North Georgia,Columbus State,11,1
Sat 3/16,Notre Dame,South Florida,8,9
Sat 3/16,North Georgia,Stetson,11,9
Sat 3/16,Florida State,Notre Dame,11,2
Sat 3/16,North Georgia,South Florida,11,4
Sat 3/16,Florida State,Columbus State,11,2
Sat 3/16,Notre Dame,Stetson,4,11
Sat 3/16,North Georgia,Notre Dame,11,6
Sat 3/16,Florida State,Stetson,11,1
Sat 3/16,Columbus State,South Florida,6,11
Sun 3/17,Florida Tech,Columbus State,10,8
Sun 3/17,Notre Dame,Columbus State,13,9
Sun 3/17,South Florida,Central Florida,10,13
Sun 3/17,Embry,Stetson,13,8
Sun 3/17,Florida Tech,Notre Dame,9,13
3/17/2019,Georgia Tech,Florida State,7,12
3/17/2019,Georgia Tech,North Georgia,15,9
3/17/2019,Florida,Florida State,11,14
3/17/2019,Georgia Tech,South Florida,15,7
3/17/2019,North Georgia,Embry,13,12
3/17/2019,Florida,Stetson,14,7
3/17/2019,Florida State,Central Florida,15,6
3/17/2019,North Georgia,Florida,15,12
Sat 3/16,Central Florida,Alabama,12,9
Sat 3/16,Notre Dame,Georgia Southern,13,6
Sat 3/16,Alabama,Georgia Southern,13,11
Sat 3/16,Central Florida,Notre Dame,12,14
Sat 3/16,Central Florida,Georgia Southern,13,7
Sat 3/16,Notre Dame,Alabama,10,13
Sat 3/16,Florida State,Tennessee,13,11
Sat 3/16,Florida State,Minnesota,13,9
Sat 3/16,Auburn,Tennessee,12,7
Sat 3/16,Auburn,Florida State,13,10
Sat 3/16,Tennessee,Minnesota,11,12
Sat 3/16,Auburn,Minnesota,13,3
Sat 3/16,Alabama,Cincinnati,10,13
Sat 3/16,Tennessee,Mississippi State,12,9
Sat 3/16,Tennessee,Cincinnati,13,6
Sat 3/16,Alabama,Tennessee,12,10
Sat 3/16,Cincinnati,Mississippi State,13,3
Sat 3/16,Alabama,Mississippi State,13,5
Sat 3/16,Georgia State,Clemson,11,6
Sat 3/16,Harvard,Clemson,12,6
Sat 3/16,Georgia State,Tulane,3,13
Sat 3/16,Harvard,Tulane,11,12
Sat 3/16,Tulane,Clemson,9,10
Sat 3/16,Harvard,Georgia State,13,4
3/17/2019,Central Florida,Auburn,15,10
3/17/2019,Central Florida,Florida State,15,10
3/17/2019,Auburn,Alabama,12,10
3/16/2019,Central Florida,Alabama,15,10
3/16/2019,Tulane,Florida State,4,15
3/16/2019,Auburn,Harvard,15,11
3/16/2019,Tennessee,Alabama,14,15
3/17/2019,Florida State,Alabama,15,8
3/17/2019,Tulane,Tennessee,7,13
3/17/2019,Alabama,Tulane,10,12
3/17/2019,Tennessee,Harvard,14,13
3/17/2019,Alabama,Harvard,9,14
3/17/2019,Notre Dame,Cincinnati,15,12
3/17/2019,Notre Dame,Minnesota,15,10
3/17/2019,Georgia Southern,Cincinnati,8,15
3/16/2019,Notre Dame,Clemson,15,14
3/16/2019,Minnesota,Mississippi State,13,12
3/16/2019,Georgia State,Georgia Southern,12,15
3/16/2019,Cincinnati,Tennessee,15,14
3/17/2019,Minnesota,Georgia Southern,14,13
3/17/2019,Tennessee,Georgia State,10,13
3/17/2019,Clemson,Tennessee,12,15
3/17/2019,Mississippi State,Georgia State,14,15
3/17/2019,Clemson,Mississippi State,15,11
