Vanderbilt,Vanderbilt University,13,2
Middle Tennessee State,Belmont,13,8
Vanderbilt,Middle Tennessee State,7,9
Union Tennessee,Belmont,8,13
Belmont,Vanderbilt University,13,7
Union Tennessee,Middle Tennessee State,10,12
Vanderbilt,Belmont,13,7
Union Tennessee,Vanderbilt University,13,4
Vanderbilt,Union Tennessee,13,3
Middle Tennessee State,Vanderbilt University,13,5
