West Penn D-III College Men's CC,https://play.usaultimate.org/events/West-Penn-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
West Plains D-I College Men's CC,https://play.usaultimate.org/events/West-Plains-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
West Plains D-III College Men's CC,https://play.usaultimate.org/events/West-Plains-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Western Southeast D-III College Men's CC,https://play.usaultimate.org/events/Western-Southeast-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
T-Town Throwdown,https://play.usaultimate.org/events/T-Town-Throwdown/schedule/Men/CollegeMen/
Carolina Kickoff 2019,https://play.usaultimate.org/events/Carolina-Kickoff-2019/schedule/Men/CollegeMen/
Flat Tail Open 2019- Men's,https://play.usaultimate.org/events/Flat-Tail-Open-2019--Mens-/schedule/Men/CollegeMen/
New Year Fest 2019,https://play.usaultimate.org/events/New-Year-Fest-2019/schedule/Men/CollegeMen/
Santa Barbara Invite 2019,https://play.usaultimate.org/events/Santa-Barbara-Invite-2019/schedule/Men/CollegeMen/
Big D in Little d (Open) 2019,https://play.usaultimate.org/events/Big-D-in-Little-d-Open-2019/schedule/Men/CollegeMen/
Mid-Atlantic Warmup 2019,https://play.usaultimate.org/events/Mid-Atlantic-Warmup-2019/schedule/Men/CollegeMen/
President's Day Qualifier (Men),https://play.usaultimate.org/events/Presidents-Day-Qualifier-Men-/schedule/Men/CollegeMen/
Royal Crown Classic 2019,https://play.usaultimate.org/events/Royal-Crown-Classic-2019/schedule/Men/CollegeMen/
Florida Warm Up 2019,https://play.usaultimate.org/events/Florida-Warm-Up-2019/schedule/Men/CollegeMen/
Queen City Tune Up 2019 (Men),https://play.usaultimate.org/events/Queen-City-Tune-Up-2019-Men//schedule/Men/CollegeMen/
Stanford Open 2019,https://play.usaultimate.org/events/Stanford-Open-2019/schedule/Men/CollegeMen/
Ugly Dome I 2019,https://play.usaultimate.org/events/Ugly-Dome-I-2019/schedule/Men/CollegeMen/
Virginia Showcase Series 2019,https://play.usaultimate.org/events/Virginia-Showcase-Series-2019-2919/schedule/Men/CollegeMen/
Easterns Qualifier 2019,https://play.usaultimate.org/events/Easterns-Qualifier-2019/schedule/Men/CollegeMen/
Music City Tune-Up 2019,https://play.usaultimate.org/events/Music-City-Tune-Up-2019/schedule/Men/CollegeMen/
Presidents' Day Invite 2019,https://play.usaultimate.org/events/Presidents-Day-Invite-2019/schedule/Men/CollegeMen/
Oak Creek Challenge 2019,https://play.usaultimate.org/events/Oak-Creek-Challenge-2019/schedule/Men/CollegeMen/
Ugly Dome II 2019,https://play.usaultimate.org/events/Ugly-Dome-II-2019/schedule/Men/CollegeMen/
Virginia Showcase Series,https://play.usaultimate.org/events/Virginia-Showcase-Series-22319/schedule/Men/CollegeMen/
Dust Bowl 2019,https://play.usaultimate.org/events/Dust-Bowl-2019//schedule/Men/CollegeMen/
Chucktown Throwdown XVI,https://play.usaultimate.org/events/Chucktown-Throwdown-XVI//schedule/Men/CollegeMen/
Denver Round Robin 2019,https://play.usaultimate.org/events/Denver-Round-Robin-2019//schedule/Men/CollegeMen/
Mill City Throwdown 2019,https://play.usaultimate.org/events/Mill-City-Throwdown-2019-//schedule/Men/CollegeMen/
Big Sky Brawl 2019,https://play.usaultimate.org/events/Big-Sky-Brawl-2019-/schedule/Men/CollegeMen/
Bring the Huckus 10,https://play.usaultimate.org/events/Bring-The-Huckus-10//schedule/Men/CollegeMen/
FCS D-III Tune Up 2019,https://play.usaultimate.org/events/-FCS-D-III-Tune-Up-2019/schedule/Men/CollegeMen/
Huckin' in the Hills VI,https://play.usaultimate.org/events/Huckin-in-the-Hills-VI/schedule/Men/CollegeMen/
Mardi Gras XXXII,https://play.usaultimate.org/events/Mardi-Gras-XXXII/schedule/Men/CollegeMen/
Midwest Throwdown 2019,https://play.usaultimate.org/events/Midwest-Throwdown-2019/schedule/Men/CollegeMen/
19th Annual PLU BBQ Open,https://play.usaultimate.org/events/19th-Annual-PLU-BBQ-Open/schedule/Men/CollegeMen/
First Annual Jaxx Jamboree,https://play.usaultimate.org/events/First-Annual-Jaxx-Jamboree/schedule/Men/CollegeMen/
5th Annual West Point Classic,https://play.usaultimate.org/events/5th-Annual-West-Point-Classic//schedule/Men/CollegeMen/
G-Dub Fyre Fest 2019,https://play.usaultimate.org/events/G-Dub-Fyre-Fest-2019//schedule/Men/CollegeMen/
Sonoma Shindig 2019,https://play.usaultimate.org/events/Sonoma-Shindig-2019/schedule/Men/CollegeMen/
Stanford Invite 2019,https://play.usaultimate.org/events/Stanford-Invite-2019/schedule/Men/CollegeMen/
Fracas on the Genesse 2019,https://play.usaultimate.org/events/Fracas-on-the-Genesee-2019//schedule/Men/CollegeMen/
Atlantic Coast Showcase,https://play.usaultimate.org/events/Atlantic-Coast-Showcase-3719/schedule/Men/CollegeMen/
2019 SoCal Mixer,https://play.usaultimate.org/events/2019-SoCal-Mixer//schedule/Men/CollegeMen/
Atlantic City 9,https://play.usaultimate.org/events/Atlantic-City-9/schedule/Men/CollegeMen/
Boogienights 2019,https://play.usaultimate.org/events/Boogienights-2019/schedule/Men/CollegeMen/
Dust Bowl 2019,https://play.usaultimate.org/events/Dust-Bowl-2019//schedule/Men/CollegeMen/
DiscThrow Inferno,https://play.usaultimate.org/events/DiscThrow-Inferno/schedule/Men/CollegeMen/
No Sleep 'Till Brooklyn,https://play.usaultimate.org/events/No-Sleep-Till-Brooklyn/schedule/Men/CollegeMen/
D-III Midwestern Invite 2019,https://play.usaultimate.org/events/D-III-Midwestern-Invite-2019/schedule/Men/CollegeMen/college_d_i_men/
D-III Midwestern Invite 2019,https://play.usaultimate.org/events/D-III-Midwestern-Invite-2019/schedule/Men/CollegeMen/college_d_iii_men/
Classic City Invite 2019,https://play.usaultimate.org/events/Classic-City-Invite-2019//schedule/Men/CollegeMen/
Last Call 10,https://play.usaultimate.org/events/Last-Call-10/schedule/Men/CollegeMen/
Mash-Up 2019,https://play.usaultimate.org/events/Mash-Up-2019-/schedule/Men/CollegeMen/
Palouse Open 2019,https://play.usaultimate.org/events/Palouse-Open-2019/schedule/Men/CollegeMen/
Air Force Invite 2019,https://play.usaultimate.org/events/Air-Force-Invite-2019//schedule/Men/CollegeMen/
Centex 2019 (Men),https://play.usaultimate.org/events/Centex-2019-Men-/schedule/Men/CollegeMen/
Market Crash 2019,https://play.usaultimate.org/events/Market-Cras-2019-/schedule/Men/CollegeMen/
Shamrock Showdown 2019,https://play.usaultimate.org/events/Shamrock-Showdown-2019//schedule/Men/CollegeMen/
Oak Creek Invite 2019,https://play.usaultimate.org/events/Oak-Creek-Invite-2019/schedule/Men/CollegeMen/
Squirrely Cuts Only 2018: DIII B team tournament,https://play.usaultimate.org/events/Squirrely-Cuts-Only-2018-DIIIB-team-tournament/schedule/Men/CollegeMen/
Tally Classic XIV,https://play.usaultimate.org/events/Tally-Classic-XIV/schedule/Men/CollegeMen/
LolaPaLweiston,https://play.usaultimate.org/events/LolaPaLweiston/schedule/Men/CollegeMen/
Atlantic Coast Showcase,https://play.usaultimate.org/events/Atlantic-Coast-Showcase-32119-/schedule/Men/CollegeMen/
Virginia Showcase Series,https://play.usaultimate.org/events/Virginia-Showcase-Series-32319/schedule/Men/CollegeMen/
Mill City Throwdown 2019,https://play.usaultimate.org/events/Mill-City-Throwdown-2019-//schedule/Men/CollegeMen/
B-Team Brodown,https://play.usaultimate.org/events/B-Team-Brodown/schedule/Men/CollegeMen/
Indy Invite College 2019,https://play.usaultimate.org/events/Indy-Invite-College-2019/schedule/Men/CollegeMen/
Towson Cup 2019,https://play.usaultimate.org/events/Towson-Cup-2019//schedule/Men/CollegeMen/
Jersey Devil 8,https://play.usaultimate.org/events/Jersey-Devil-8/schedule/Men/CollegeMen/
CWRUL Memorial 2019,https://play.usaultimate.org/events/CWRUL-Memorial-2019/schedule/Men/CollegeMen/
Meltdown 2019,https://play.usaultimate.org/events/Meltdown-2019/schedule/Men/CollegeMen/
Spring Awakening 8,https://play.usaultimate.org/events/Spring-Awakening-8/schedule/Men/CollegeMen/
Trouble in Vegas 2019,https://play.usaultimate.org/events/Trouble-in-Vegas-2019//schedule/Men/CollegeMen/
The Mightiest Huck 2019,https://play.usaultimate.org/events/The-Mightiest-Huck-2019//schedule/Men/CollegeMen/
Tech Tour 2019,https://play.usaultimate.org/events/Tech-Tour-2019//schedule/Men/CollegeMen/
College Southerns XVIII,https://play.usaultimate.org/events/College-Southerns-XVIII/schedule/Men/CollegeMen/
Hucktastic Spring 2019,https://play.usaultimate.org/events/Hucktastic-Spring-2019//schedule/Men/CollegeMen/
2019 NW Challenge - Men's Tier 1,https://play.usaultimate.org/events/2019-NW-Challenge---Mens-Tier-1//schedule/Men/CollegeMen/
Fracas on the Genesse 2019,https://play.usaultimate.org/events/Fracas-on-the-Genesee-2019//schedule/Men/CollegeMen/
Atlantic Coast Open 2019,https://play.usaultimate.org/events/Atlantic-Coast-Open-2019/schedule/Men/CollegeMen/
Easterns 2019 (Men),https://play.usaultimate.org/events/Easterns-2019-Men-/schedule/Men/CollegeMen/
Huck Finn XXIII,https://play.usaultimate.org/events/Huck-Finn-XXIII/schedule/Men/CollegeMen/
I-85 Rodeo 2019,https://play.usaultimate.org/events/I-85-Rodeo-2019/schedule/Men/CollegeMen/
Illinois Invite 8,https://play.usaultimate.org/events/Illinois-Invite-8/schedule/Men/CollegeMen/
Garden State 9,https://play.usaultimate.org/events/Garden-State-9/schedule/Men/CollegeMen/
2019 NW Challenge - Tier 2 & 3,https://play.usaultimate.org/events/2019-NW-Challenge---Tier-2--3//schedule/Men/CollegeMen/
Old Capitol Open 2019,https://play.usaultimate.org/events/Old-Capitol-Open-2019/schedule/Men/CollegeMen/
Black Penguins Classic 2019,https://play.usaultimate.org/events/Black-Penguins-Classic-2019//schedule/Men/CollegeMen/
Millersville Round Robin 2019,https://play.usaultimate.org/events/Millersville-Round-Robin-2019//schedule/Men/CollegeMen/
Strong Island Invitational 2019,https://play.usaultimate.org/events/Strong-Island-Invitational-2019//schedule/Men/CollegeMen/
Desert Duel 2019,https://play.usaultimate.org/events/Desert-Duel-2019//schedule/Men/CollegeMen/
D3 Eastur 2019,https://play.usaultimate.org/events/D3-EASTUR-2019//schedule/Men/CollegeMen/
Tea Cup 2019,https://play.usaultimate.org/events/Tea-Cup-2019//schedule/Men/CollegeMen/
Uprising 8,https://play.usaultimate.org/events/Uprising-8/schedule/Men/CollegeMen/
Layout Pigout 2019,https://play.usaultimate.org/events/Layout-Pigout-2019//schedule/Men/CollegeMen/
