D-I College Championships,https://play.usaultimate.org/events/D-I-College-Championships-2019/schedule/Men/CollegeMen/
D-III College Championships,https://play.usaultimate.org/events/D-III-College-Championships-2019/schedule/Men/CollegeMen/
Atlantic Coast D-I College Men's Regionals,https://play.usaultimate.org/events/Atlantic-Coast-D-I-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Atlantic Coast D-III College Men's Regionals,https://play.usaultimate.org/events/Atlantic-Coast-D-III-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Atlantic Coast Dev College Men's Regionals,https://play.usaultimate.org/events/Atlantic-Coast-Dev-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Great Lakes D-I College Men's Regionals,https://play.usaultimate.org/events/Great-Lakes-D-I-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Great Lakes D-III College Men's Regionals,https://play.usaultimate.org/events/Great-Lakes-D-III-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Metro East D-I College Men's Regionals,https://play.usaultimate.org/events/Metro-East-D-I-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Metro East D-III College Men's Regionals,https://play.usaultimate.org/events/Metro-East-D-III-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
New England D-I College Men's Regionals,https://play.usaultimate.org/events/New-England-D-I-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
New England D-III College Men's Regionals,https://play.usaultimate.org/events/New-England-D-III-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
New England Dev College Men's Regionals,https://play.usaultimate.org/events/New-England-Dev-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
North Central D-I College Men's Regionals,https://play.usaultimate.org/events/North%20Central%20D-I%20College%20Men's%20Regionals-2019/schedule/Men/CollegeMen/
North Central D-III College Men's Regionals,https://play.usaultimate.org/events/North-Central-D-III-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Northwest D-I College Men's Regionals,https://play.usaultimate.org/events/Northwest-D-I-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Ohio Valley D-I College Men's Regionals,https://play.usaultimate.org/events/Ohio-Valley-D-I-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Ohio Valley D-III College Men's Regionals,https://play.usaultimate.org/events/Ohio-Valley-D-III-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
South Central D-I College Men's Regionals,https://play.usaultimate.org/events/South-Central-D-I-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
South Central D-III College Men's Regionals,https://play.usaultimate.org/events/South-Central-D-III-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Southeast D-I College Men's Regionals,https://play.usaultimate.org/events/Southeast-D-I-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Southeast D-III College Men's Regionals,https://play.usaultimate.org/events/Southeast-D-III-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Southwest D-I College Men's Regionals,https://play.usaultimate.org/events/Southwest-D-I-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Big Sky D-I College Men's CC,https://play.usaultimate.org/events/Big-Sky-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Cascadia D-I College Men's CC,https://play.usaultimate.org/events/Cascadia-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Carolina D-I College Men's CC,https://play.usaultimate.org/events/Carolina-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Carolina D-III College Men's CC,https://play.usaultimate.org/events/Carolina-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Colonial D-I College Men's CC,https://play.usaultimate.org/events/Colonial-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Colonial Dev College Men's CC,https://play.usaultimate.org/events/Colonial-Dev-College-Mens-CC-2019/schedule/Men/CollegeMen/
Desert D-I College Men's CC,https://play.usaultimate.org/events/Desert-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
East Penn D-I College Men's CC,https://play.usaultimate.org/events/East-Penn-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
East Penn D-III College Men's CC,https://play.usaultimate.org/events/East-Penn-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
East Plains D-I College Men's CC,https://play.usaultimate.org/events/East-Plains-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
East Plains D-III College Men's CC,https://play.usaultimate.org/events/East-Plains-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Eastern Southeast D-III College Men's CC,https://play.usaultimate.org/events/Eastern-Southeast-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Florida D-I College Men's CC,https://play.usaultimate.org/events/Florida-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Greater New England D-I College Men's CC,https://play.usaultimate.org/events/Greater-New-England-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Greater New England Dev College Men's CC,https://play.usaultimate.org/events/Greater-New-England-Dev-College-Mens-CC-2019/schedule/Men/CollegeMen/
Great Lakes Dev College Men's CC,https://play.usaultimate.org/events/Great-Lakes-Dev-College-Mens-CC-2019/schedule/Men/CollegeMen/
Gulf Coast D-I College Men's CC,https://play.usaultimate.org/events/Gulf-Coast-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Hudson Valley D-I College Men's CC,https://play.usaultimate.org/events/Hudson-Valley-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Hudson Valley D-III College Men's CC,https://play.usaultimate.org/events/Hudson-Valley-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Illinois D-I College Men's CC,https://play.usaultimate.org/events/Illinois-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Illinois D-III College Men's CC,https://play.usaultimate.org/events/Illinois-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Lake Superior D-I College Men's CC,https://play.usaultimate.org/events/Lake-Superior-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Lake Superior D-III College Men's CC,https://play.usaultimate.org/events/Lake-Superior-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Metro Boston D-I College Men's CC,https://play.usaultimate.org/events/Metro-Boston-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Metro Boston D-III College Men's CC,https://play.usaultimate.org/events/Metro-Boston-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Metro Boston Dev College Men's CC,https://play.usaultimate.org/events/Metro-Boston-Dev-College-Mens-CC-2019/schedule/Men/CollegeMen/
Metro East Dev College Men's CC,https://play.usaultimate.org/events/Metro-East-Dev-College-Mens-CC-2019/schedule/Men/CollegeMen/
Metro NY D-I College Men's CC,https://play.usaultimate.org/events/Metro-NY-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Metro NY D-III College Men's CC,https://play.usaultimate.org/events/Metro-NY-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Michigan D-I College Men's CC,https://play.usaultimate.org/events/Michigan-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Michigan D-III College Men's CC,https://play.usaultimate.org/events/Michigan-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
NorCal D-I College Men's CC,https://play.usaultimate.org/events/Norcal-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
North Central Dev College Men's CC,https://play.usaultimate.org/events/North-Central-Dev-College-Mens-CC-2019/schedule/Men/CollegeMen/
North New England D-III College Men's CC,https://play.usaultimate.org/events/North-New-England-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Northern Atlantic Coast D-III College Men's CC,https://play.usaultimate.org/events/Northern-Atlantic-Coast-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
North Texas D-I College Men's CC,https://play.usaultimate.org/events/North-Texas-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Northwest D-III College Men's CC,https://play.usaultimate.org/events/Northwest-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Northwoods D-I College Men's CC,https://play.usaultimate.org/events/Northwoods-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Northwoods D-III College Men's CC,https://play.usaultimate.org/events/Northwoods-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Ohio D-I College Men's CC,https://play.usaultimate.org/events/Ohio-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Ohio D-III College Men's CC,https://play.usaultimate.org/events/Ohio-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Ohio Valley Dev College Men's CC,https://play.usaultimate.org/events/Ohio-Valley-Dev-College-Mens-CC-2019/schedule/Men/CollegeMen/
Ozarks D-I College Men's CC,https://play.usaultimate.org/events/Ozarks-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Ozarks D-III College Men's CC,https://play.usaultimate.org/events/Ozarks-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Rocky Mountain D-I College Men's CC,https://play.usaultimate.org/events/Rocky-Mountain-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Rocky Mountain D-III College Men's CC,https://play.usaultimate.org/events/Rocky-Mountain-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
SoCal D-I College Men's CC,https://play.usaultimate.org/events/SoCal-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Southeast Dev College Men's CC,https://play.usaultimate.org/events/Southeast-Dev-College-Mens-CC-2019/schedule/Men/CollegeMen/
Southern Appalachian D-I College Men's CC,https://play.usaultimate.org/events/Southern-Appalachian-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Southern Atlantic Coast Dev,https://play.usaultimate.org/events/Southern-Atlantic-Coast-Dev-College-Mens-CC-2019/schedule/Men/CollegeMen/
South New England D-III College Men's CC,https://play.usaultimate.org/events/South-New-England-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
South Texas D-I College Men's CC,https://play.usaultimate.org/events/South-Texas-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Southwest D-III College Men's CC,https://play.usaultimate.org/events/Southwest-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Southwest Dev College Men's CC,https://play.usaultimate.org/events/Southwest-Dev-College-Mens-CC-2019/schedule/Men/CollegeMen/
Texas D-III College Men's CC,https://play.usaultimate.org/events/Texas-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
Virginia D-I College Men's CC,https://play.usaultimate.org/events/Virginia-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Western NY D-I College Men's CC,https://play.usaultimate.org/events/Western-NY-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
Western NY D-III College Men's CC,https://play.usaultimate.org/events/Western-NY-D-III-College-Mens-CC-2019/schedule/Men/CollegeMen/
West Penn D-I College Men's CC,https://play.usaultimate.org/events/West-Penn-D-I-College-Mens-CC-2019/schedule/Men/CollegeMen/
