California-Irvine,Cal State-Long Beach,5
California-Santa Barbara,Cal Poly-Pomona,10
Cal Poly-SLO,Cal Poly-Pomona,6
California-Santa Barbara,California-Irvine,6
Cal Poly-SLO,Cal State-Long Beach,13
Cal Poly-Pomona,California-Irvine,4
Cal Poly-SLO,California-Irvine,7
California-Santa Barbara,Cal State-Long Beach,12
Cal Poly-SLO,California-Santa Barbara,7
Cal Poly-Pomona,Cal State-Long Beach,1
San Diego State,Loyola Marymount,4
UCLA,California-San Diego,6
Southern California,California-San Diego,10
UCLA,San Diego State,11
Southern California,Loyola Marymount,12
California-San Diego,San Diego State,7
Southern California,San Diego State,11
UCLA,Loyola Marymount,11
Southern California,UCLA,6
California-San Diego,Loyola Marymount,12
Cal Poly-SLO,Southern California,6
Southern California,California-San Diego,7
California-San Diego,UCLA,4
California-San Diego,California-Santa Barbara,5
UCLA,Cal Poly-Pomona,7
California-Santa Barbara,Cal Poly-Pomona,5
California-Santa Barbara,California-Irvine,10
Cal Poly-Pomona,San Diego State,1
California-Irvine,Loyola Marymount,7
San Diego State,Cal State-Long Beach,2
